Time [s],Channel 0,Channel 1,Channel 2
2025-09-21T17:21:28.785334720+00:00,1,1,1
2025-09-21T17:21:28.785352080+00:00,0,1,1
2025-09-21T17:21:28.785360760+00:00,1,1,1
2025-09-21T17:21:28.785369440+00:00,0,1,1
2025-09-21T17:21:28.785378120+00:00,1,1,1
2025-09-21T17:21:28.785386800+00:00,0,1,1
2025-09-21T17:21:28.785395480+00:00,1,1,1
2025-09-21T17:21:28.785404160+00:00,0,1,1
2025-09-21T17:21:28.785412800+00:00,1,1,1
2025-09-21T17:21:28.785421520+00:00,0,1,1
2025-09-21T17:21:28.785430160+00:00,1,1,1
2025-09-21T17:21:28.785447520+00:00,0,1,1
2025-09-21T17:21:28.785482240+00:00,1,1,1
2025-09-21T17:21:28.785490920+00:00,0,1,1
2025-09-21T17:21:28.785499600+00:00,1,1,1
2025-09-21T17:21:28.785508280+00:00,0,1,1
2025-09-21T17:21:28.785516960+00:00,1,1,1
2025-09-21T17:21:28.785534320+00:00,0,1,1
2025-09-21T17:21:28.785569040+00:00,1,1,1
2025-09-21T17:21:28.785577720+00:00,0,1,1
2025-09-21T17:21:28.785595040+00:00,1,1,1
2025-09-21T17:21:28.785603760+00:00,0,1,1
2025-09-21T17:21:28.785612400+00:00,1,1,1
2025-09-21T17:21:28.785621080+00:00,0,1,1
2025-09-21T17:21:28.785655800+00:00,1,1,1
2025-09-21T17:21:28.785664480+00:00,0,1,1
2025-09-21T17:21:28.785716560+00:00,1,1,1
2025-09-21T17:21:28.785725240+00:00,0,1,1
2025-09-21T17:21:28.785742600+00:00,1,1,1
2025-09-21T17:21:28.785751280+00:00,0,1,1
2025-09-21T17:21:28.785803320+00:00,1,1,1
2025-09-21T17:21:28.785812000+00:00,0,1,1
2025-09-21T17:21:28.785829360+00:00,1,1,1
2025-09-21T17:21:28.785838040+00:00,0,1,1
2025-09-21T17:21:28.785846720+00:00,1,1,1
2025-09-21T17:21:28.785864080+00:00,0,1,1
2025-09-21T17:21:28.785890120+00:00,1,1,1
2025-09-21T17:21:28.785907480+00:00,0,1,1
2025-09-21T17:21:28.785916160+00:00,1,1,1
2025-09-21T17:21:28.785924840+00:00,0,1,1
2025-09-21T17:21:28.785933480+00:00,1,1,1
2025-09-21T17:21:28.785942200+00:00,0,1,1
2025-09-21T17:21:28.785950840+00:00,1,1,1
2025-09-21T17:21:28.785959520+00:00,0,1,1
2025-09-21T17:21:28.785976880+00:00,1,1,1
2025-09-21T17:21:28.785994240+00:00,0,1,1
2025-09-21T17:21:28.786002920+00:00,1,1,1
2025-09-21T17:21:28.786011600+00:00,0,1,1
2025-09-21T17:21:28.786037640+00:00,1,1,1
2025-09-21T17:21:28.786055000+00:00,0,1,1
2025-09-21T17:21:28.786063680+00:00,1,1,1
2025-09-21T17:21:28.786081040+00:00,0,1,1
2025-09-21T17:21:28.786089720+00:00,1,1,1
2025-09-21T17:21:28.786098400+00:00,0,1,1
2025-09-21T17:21:28.786124400+00:00,1,1,1
2025-09-21T17:21:28.786141760+00:00,0,1,1
2025-09-21T17:21:28.786150440+00:00,1,1,1
2025-09-21T17:21:28.786167800+00:00,0,1,1
2025-09-21T17:21:28.786176480+00:00,1,1,1
2025-09-21T17:21:28.786185160+00:00,0,1,1
2025-09-21T17:21:28.786193840+00:00,1,1,1
2025-09-21T17:21:28.786237240+00:00,0,1,1
2025-09-21T17:21:28.786245920+00:00,1,1,1
2025-09-21T17:21:28.786254600+00:00,0,1,1
2025-09-21T17:21:28.786263280+00:00,1,1,1
2025-09-21T17:21:28.786271960+00:00,0,1,1
2025-09-21T17:21:28.786280600+00:00,1,1,1
2025-09-21T17:21:28.786289320+00:00,0,1,1
2025-09-21T17:21:28.786297960+00:00,1,1,1
2025-09-21T17:21:28.786306680+00:00,0,1,1
2025-09-21T17:21:28.786315320+00:00,1,1,1
2025-09-21T17:21:28.786341360+00:00,0,1,1
2025-09-21T17:21:28.786350040+00:00,1,1,1
2025-09-21T17:21:28.786358720+00:00,0,1,1
2025-09-21T17:21:28.786376080+00:00,1,1,1
2025-09-21T17:21:28.786393440+00:00,0,1,1
2025-09-21T17:21:28.786402120+00:00,1,1,1
2025-09-21T17:21:28.786428160+00:00,0,1,1
2025-09-21T17:21:28.786436840+00:00,1,1,1
2025-09-21T17:21:28.786445520+00:00,0,1,1
2025-09-21T17:21:28.786454160+00:00,1,1,1
2025-09-21T17:21:28.786497560+00:00,0,1,1
2025-09-21T17:21:28.786506240+00:00,1,1,1
2025-09-21T17:21:28.786514920+00:00,0,1,1
2025-09-21T17:21:28.786523600+00:00,1,1,1
2025-09-21T17:21:28.786532280+00:00,0,1,1
2025-09-21T17:21:28.786549640+00:00,1,1,1
2025-09-21T17:21:28.786558320+00:00,0,1,1
2025-09-21T17:21:28.786575680+00:00,1,1,1
2025-09-21T17:21:28.786601720+00:00,0,1,1
2025-09-21T17:21:28.786610400+00:00,1,1,1
2025-09-21T17:21:28.786619080+00:00,0,1,1
2025-09-21T17:21:28.786627720+00:00,1,1,1
2025-09-21T17:21:28.786636440+00:00,0,1,1
2025-09-21T17:21:28.786645080+00:00,1,1,1
2025-09-21T17:21:28.786653760+00:00,0,1,1
2025-09-21T17:21:28.786671120+00:00,1,1,1
2025-09-21T17:21:28.786688480+00:00,0,1,1
2025-09-21T17:21:28.786697160+00:00,1,1,1
2025-09-21T17:21:28.786705840+00:00,0,1,1
2025-09-21T17:21:28.786714520+00:00,1,1,1
2025-09-21T17:21:28.786731880+00:00,0,1,1
2025-09-21T17:21:28.786749240+00:00,1,1,1
2025-09-21T17:21:28.786775280+00:00,0,1,1
2025-09-21T17:21:28.786783960+00:00,1,1,1
2025-09-21T17:21:28.786792640+00:00,0,1,1
2025-09-21T17:21:28.786801280+00:00,1,1,1
2025-09-21T17:21:28.786810000+00:00,0,1,1
2025-09-21T17:21:28.786818640+00:00,1,1,1
2025-09-21T17:21:28.786827360+00:00,0,1,1
2025-09-21T17:21:28.786844680+00:00,1,1,1
2025-09-21T17:21:28.786862040+00:00,0,1,1
2025-09-21T17:21:28.786870720+00:00,1,1,1
2025-09-21T17:21:28.786879400+00:00,0,1,1
2025-09-21T17:21:28.786905440+00:00,1,1,1
2025-09-21T17:21:28.786914120+00:00,0,1,1
2025-09-21T17:21:28.786922800+00:00,1,1,1
2025-09-21T17:21:28.786948840+00:00,0,1,1
2025-09-21T17:21:28.786957520+00:00,1,1,1
2025-09-21T17:21:28.786966200+00:00,0,1,1
2025-09-21T17:21:28.787018240+00:00,1,1,1
2025-09-21T17:21:28.787026920+00:00,0,1,1
2025-09-21T17:21:28.787044280+00:00,1,1,1
2025-09-21T17:21:28.787052960+00:00,0,1,1
2025-09-21T17:21:28.787061640+00:00,1,1,1
2025-09-21T17:21:28.787070320+00:00,0,1,1
2025-09-21T17:21:28.787079000+00:00,1,1,1
2025-09-21T17:21:28.787113720+00:00,0,1,1
2025-09-21T17:21:28.787131080+00:00,1,1,1
2025-09-21T17:21:28.787139760+00:00,0,1,1
2025-09-21T17:21:28.787191800+00:00,1,1,1
2025-09-21T17:21:28.787200480+00:00,0,1,1
2025-09-21T17:21:28.787217840+00:00,1,1,1
2025-09-21T17:21:28.787226520+00:00,0,1,1
2025-09-21T17:21:28.787235200+00:00,1,1,1
2025-09-21T17:21:28.787252560+00:00,0,1,1
2025-09-21T17:21:28.787269920+00:00,1,1,1
2025-09-21T17:21:28.787287280+00:00,0,1,1
2025-09-21T17:21:28.787304640+00:00,1,1,1
2025-09-21T17:21:28.787313320+00:00,0,1,1
2025-09-21T17:21:28.787330640+00:00,1,1,1
2025-09-21T17:21:28.787356680+00:00,0,1,1
2025-09-21T17:21:28.787365360+00:00,1,1,1
2025-09-21T17:21:28.787374040+00:00,0,1,1
2025-09-21T17:21:28.787391400+00:00,1,1,1
2025-09-21T17:21:28.787400080+00:00,0,1,1
2025-09-21T17:21:28.787417440+00:00,1,1,1
2025-09-21T17:21:28.787426120+00:00,0,1,1
2025-09-21T17:21:28.787443480+00:00,1,1,1
2025-09-21T17:21:28.787460840+00:00,0,1,1
2025-09-21T17:21:28.787478200+00:00,1,1,1
2025-09-21T17:21:28.787486880+00:00,0,1,1
2025-09-21T17:21:28.787530240+00:00,1,1,1
2025-09-21T17:21:28.787547600+00:00,0,1,1
2025-09-21T17:21:28.787564960+00:00,1,1,1
2025-09-21T17:21:28.787573640+00:00,0,1,1
2025-09-21T17:21:28.787617040+00:00,1,1,1
2025-09-21T17:21:28.787634400+00:00,0,1,1
2025-09-21T17:21:28.787651760+00:00,1,1,1
2025-09-21T17:21:28.787660440+00:00,0,1,1
2025-09-21T17:21:28.787712480+00:00,1,1,1
2025-09-21T17:21:28.787721160+00:00,0,1,1
2025-09-21T17:21:28.787738520+00:00,1,1,1
2025-09-21T17:21:28.787747200+00:00,0,1,1
2025-09-21T17:21:28.787764560+00:00,1,1,1
2025-09-21T17:21:28.787781920+00:00,0,1,1
2025-09-21T17:21:28.787790600+00:00,1,1,1
2025-09-21T17:21:28.787799280+00:00,0,1,1
2025-09-21T17:21:28.787807960+00:00,1,1,1
2025-09-21T17:21:28.787816640+00:00,0,1,1
2025-09-21T17:21:28.787825320+00:00,1,1,1
2025-09-21T17:21:28.787834000+00:00,0,1,1
2025-09-21T17:21:28.787842640+00:00,1,1,1
2025-09-21T17:21:28.787851360+00:00,0,1,1
2025-09-21T17:21:28.787860000+00:00,1,1,1
2025-09-21T17:21:28.787877360+00:00,0,1,1
2025-09-21T17:21:28.787912080+00:00,1,1,1
2025-09-21T17:21:28.787920760+00:00,0,1,1
2025-09-21T17:21:28.787929440+00:00,1,1,1
2025-09-21T17:21:28.787938120+00:00,0,1,1
2025-09-21T17:21:28.787946800+00:00,1,1,1
2025-09-21T17:21:28.787964160+00:00,0,1,1
2025-09-21T17:21:28.787998880+00:00,1,1,1
2025-09-21T17:21:28.788007560+00:00,0,1,1
2025-09-21T17:21:28.788024880+00:00,1,1,1
2025-09-21T17:21:28.788033560+00:00,0,1,1
2025-09-21T17:21:28.788042240+00:00,1,1,1
2025-09-21T17:21:28.788050920+00:00,0,1,1
2025-09-21T17:21:28.788085640+00:00,1,1,1
2025-09-21T17:21:28.788094320+00:00,0,1,1
2025-09-21T17:21:28.788146400+00:00,1,1,1
2025-09-21T17:21:28.788155080+00:00,0,1,1
2025-09-21T17:21:28.788172440+00:00,1,1,1
2025-09-21T17:21:28.788181120+00:00,0,1,1
2025-09-21T17:21:28.788233160+00:00,1,1,1
2025-09-21T17:21:28.788241840+00:00,0,1,1
2025-09-21T17:21:28.788259200+00:00,1,1,1
2025-09-21T17:21:28.788267880+00:00,0,1,1
2025-09-21T17:21:28.788276560+00:00,1,1,1
2025-09-21T17:21:28.788293920+00:00,0,1,1
2025-09-21T17:21:28.788319960+00:00,1,1,1
2025-09-21T17:21:28.788337320+00:00,0,1,1
2025-09-21T17:21:28.788346000+00:00,1,1,1
2025-09-21T17:21:28.788354680+00:00,0,1,1
2025-09-21T17:21:28.788363320+00:00,1,1,1
2025-09-21T17:21:28.788372040+00:00,0,1,1
2025-09-21T17:21:28.788380680+00:00,1,1,1
2025-09-21T17:21:28.788389360+00:00,0,1,1
2025-09-21T17:21:28.788406720+00:00,1,1,1
2025-09-21T17:21:28.788424080+00:00,0,1,1
2025-09-21T17:21:28.788432760+00:00,1,1,1
2025-09-21T17:21:28.788441440+00:00,0,1,1
2025-09-21T17:21:28.788467480+00:00,1,1,1
2025-09-21T17:21:28.788484840+00:00,0,1,1
2025-09-21T17:21:28.788493520+00:00,1,1,1
2025-09-21T17:21:28.788510880+00:00,0,1,1
2025-09-21T17:21:28.788519560+00:00,1,1,1
2025-09-21T17:21:28.788528240+00:00,0,1,1
2025-09-21T17:21:28.788554240+00:00,1,1,1
2025-09-21T17:21:28.788571600+00:00,0,1,1
2025-09-21T17:21:28.788580280+00:00,1,1,1
2025-09-21T17:21:28.788597640+00:00,0,1,1
2025-09-21T17:21:28.788606320+00:00,1,1,1
2025-09-21T17:21:28.788615000+00:00,0,1,1
2025-09-21T17:21:28.788623680+00:00,1,1,1
2025-09-21T17:21:28.788667080+00:00,0,1,1
2025-09-21T17:21:28.788675760+00:00,1,1,1
2025-09-21T17:21:28.788684440+00:00,0,1,1
2025-09-21T17:21:28.788693080+00:00,1,1,1
2025-09-21T17:21:28.788701800+00:00,0,1,1
2025-09-21T17:21:28.788710440+00:00,1,1,1
2025-09-21T17:21:28.788745160+00:00,0,1,1
2025-09-21T17:21:28.788753840+00:00,1,1,1
2025-09-21T17:21:28.788771200+00:00,0,1,1
2025-09-21T17:21:28.788779880+00:00,1,1,1
2025-09-21T17:21:28.788788560+00:00,0,1,1
2025-09-21T17:21:28.788805920+00:00,1,1,1
2025-09-21T17:21:28.788823280+00:00,0,1,1
2025-09-21T17:21:28.788831960+00:00,1,1,1
2025-09-21T17:21:28.788858000+00:00,0,1,1
2025-09-21T17:21:28.788866640+00:00,1,1,1
2025-09-21T17:21:28.788875360+00:00,0,1,1
2025-09-21T17:21:28.788884000+00:00,1,1,1
2025-09-21T17:21:28.788927400+00:00,0,1,1
2025-09-21T17:21:28.788936080+00:00,1,1,1
2025-09-21T17:21:28.788944760+00:00,0,1,1
2025-09-21T17:21:28.788953440+00:00,1,1,1
2025-09-21T17:21:28.788962120+00:00,0,1,1
2025-09-21T17:21:28.788988160+00:00,1,1,1
2025-09-21T17:21:28.788996840+00:00,0,1,1
2025-09-21T17:21:28.789014200+00:00,1,1,1
2025-09-21T17:21:28.789031560+00:00,0,1,1
2025-09-21T17:21:28.789040200+00:00,1,1,1
2025-09-21T17:21:28.789048920+00:00,0,1,1
2025-09-21T17:21:28.789057560+00:00,1,1,1
2025-09-21T17:21:28.789066240+00:00,0,1,1
2025-09-21T17:21:28.789074920+00:00,1,1,1
2025-09-21T17:21:28.789083600+00:00,0,1,1
2025-09-21T17:21:28.789100960+00:00,1,1,1
2025-09-21T17:21:28.789118320+00:00,0,1,1
2025-09-21T17:21:28.789127000+00:00,1,1,1
2025-09-21T17:21:28.789135680+00:00,0,1,1
2025-09-21T17:21:28.789161720+00:00,1,1,1
2025-09-21T17:21:28.789179080+00:00,0,1,1
2025-09-21T17:21:28.789187760+00:00,1,1,1
2025-09-21T17:21:28.789205120+00:00,0,1,1
2025-09-21T17:21:28.789213800+00:00,1,1,1
2025-09-21T17:21:28.789222480+00:00,0,1,1
2025-09-21T17:21:28.789231120+00:00,1,1,1
2025-09-21T17:21:28.789239800+00:00,0,1,1
2025-09-21T17:21:28.789274520+00:00,1,1,1
2025-09-21T17:21:28.789291880+00:00,0,1,1
2025-09-21T17:21:28.789300560+00:00,1,1,1
2025-09-21T17:21:28.789309240+00:00,0,1,1
2025-09-21T17:21:28.789317920+00:00,1,1,1
2025-09-21T17:21:28.789326600+00:00,0,1,1
2025-09-21T17:21:28.789343960+00:00,1,1,1
2025-09-21T17:21:28.789378680+00:00,0,1,1
2025-09-21T17:21:28.789387320+00:00,1,1,1
2025-09-21T17:21:28.789396040+00:00,0,1,1
2025-09-21T17:21:28.789448080+00:00,1,1,1
2025-09-21T17:21:28.789456760+00:00,0,1,1
2025-09-21T17:21:28.789474120+00:00,1,1,1
2025-09-21T17:21:28.789482800+00:00,0,1,1
2025-09-21T17:21:28.789491480+00:00,1,1,1
2025-09-21T17:21:28.789500160+00:00,0,1,1
2025-09-21T17:21:28.789508840+00:00,1,1,1
2025-09-21T17:21:28.789543560+00:00,0,1,1
2025-09-21T17:21:28.789560880+00:00,1,1,1
2025-09-21T17:21:28.789569600+00:00,0,1,1
2025-09-21T17:21:28.789621640+00:00,1,1,1
2025-09-21T17:21:28.789630320+00:00,0,1,1
2025-09-21T17:21:28.789647680+00:00,1,1,1
2025-09-21T17:21:28.789656360+00:00,0,1,1
2025-09-21T17:21:28.789665040+00:00,1,1,1
2025-09-21T17:21:28.789673720+00:00,0,1,1
2025-09-21T17:21:28.789699760+00:00,1,1,1
2025-09-21T17:21:28.789717120+00:00,0,1,1
2025-09-21T17:21:28.789734440+00:00,1,1,1
2025-09-21T17:21:28.789743160+00:00,0,1,1
2025-09-21T17:21:28.789795200+00:00,1,1,1
2025-09-21T17:21:28.789803880+00:00,0,1,1
2025-09-21T17:21:28.789821240+00:00,1,1,1
2025-09-21T17:21:28.789829920+00:00,0,1,1
2025-09-21T17:21:28.789838600+00:00,1,1,1
2025-09-21T17:21:28.789855960+00:00,0,1,1
2025-09-21T17:21:28.789873320+00:00,1,1,1
2025-09-21T17:21:28.789899360+00:00,0,1,1
2025-09-21T17:21:28.789908000+00:00,1,1,1
2025-09-21T17:21:28.789916720+00:00,0,1,1
2025-09-21T17:21:28.789925360+00:00,1,1,1
2025-09-21T17:21:28.789934040+00:00,0,1,1
2025-09-21T17:21:28.789942720+00:00,1,1,1
2025-09-21T17:21:28.789960080+00:00,0,1,1
2025-09-21T17:21:28.789994800+00:00,1,1,1
2025-09-21T17:21:28.790003480+00:00,0,1,1
2025-09-21T17:21:28.790012160+00:00,1,1,1
2025-09-21T17:21:28.790020840+00:00,0,1,1
2025-09-21T17:21:28.790029520+00:00,1,1,1
2025-09-21T17:21:28.790046880+00:00,0,1,1
2025-09-21T17:21:28.790081560+00:00,1,1,1
2025-09-21T17:21:28.790090280+00:00,0,1,1
2025-09-21T17:21:28.790107600+00:00,1,1,1
2025-09-21T17:21:28.790116280+00:00,0,1,1
2025-09-21T17:21:28.790124960+00:00,1,1,1
2025-09-21T17:21:28.790133640+00:00,0,1,1
2025-09-21T17:21:28.790168360+00:00,1,1,1
2025-09-21T17:21:28.790177040+00:00,0,1,1
2025-09-21T17:21:28.790229120+00:00,1,1,1
2025-09-21T17:21:28.790237800+00:00,0,1,1
2025-09-21T17:21:28.790255120+00:00,1,1,1
2025-09-21T17:21:28.790263840+00:00,0,1,1
2025-09-21T17:21:28.790315880+00:00,1,1,1
2025-09-21T17:21:28.790324560+00:00,0,1,1
2025-09-21T17:21:28.790341920+00:00,1,1,1
2025-09-21T17:21:28.790350600+00:00,0,1,1
2025-09-21T17:21:28.790359280+00:00,1,1,1
2025-09-21T17:21:28.790376640+00:00,0,1,1
2025-09-21T17:21:28.790402680+00:00,1,1,1
2025-09-21T17:21:28.790420040+00:00,0,1,1
2025-09-21T17:21:28.790428680+00:00,1,1,1
2025-09-21T17:21:28.790437400+00:00,0,1,1
2025-09-21T17:21:28.790446040+00:00,1,1,1
2025-09-21T17:21:28.790454720+00:00,0,1,1
2025-09-21T17:21:28.790463400+00:00,1,1,1
2025-09-21T17:21:28.790472080+00:00,0,1,1
2025-09-21T17:21:28.790489440+00:00,1,1,1
2025-09-21T17:21:28.790506800+00:00,0,1,1
2025-09-21T17:21:28.790515480+00:00,1,1,1
2025-09-21T17:21:28.790524160+00:00,0,1,1
2025-09-21T17:21:28.790550200+00:00,1,1,1
2025-09-21T17:21:28.790567560+00:00,0,1,1
2025-09-21T17:21:28.790576240+00:00,1,1,1
2025-09-21T17:21:28.790593600+00:00,0,1,1
2025-09-21T17:21:28.790602240+00:00,1,1,1
2025-09-21T17:21:28.790610960+00:00,0,1,1
2025-09-21T17:21:28.790636960+00:00,1,1,1
2025-09-21T17:21:28.790654320+00:00,0,1,1
2025-09-21T17:21:28.790663000+00:00,1,1,1
2025-09-21T17:21:28.790680360+00:00,0,1,1
2025-09-21T17:21:28.790689040+00:00,1,1,1
2025-09-21T17:21:28.790697720+00:00,0,1,1
2025-09-21T17:21:28.790706400+00:00,1,1,1
2025-09-21T17:21:28.790749800+00:00,0,1,1
2025-09-21T17:21:28.790758440+00:00,1,1,1
2025-09-21T17:21:28.790767160+00:00,0,1,1
2025-09-21T17:21:28.790775800+00:00,1,1,1
2025-09-21T17:21:28.790784520+00:00,0,1,1
2025-09-21T17:21:28.790793160+00:00,1,1,1
2025-09-21T17:21:28.790801840+00:00,0,1,1
2025-09-21T17:21:28.790810520+00:00,1,1,1
2025-09-21T17:21:28.790819200+00:00,0,1,1
2025-09-21T17:21:28.790827880+00:00,1,1,1
2025-09-21T17:21:28.790853920+00:00,0,1,1
2025-09-21T17:21:28.790862600+00:00,1,1,1
2025-09-21T17:21:28.790871280+00:00,0,1,1
2025-09-21T17:21:28.790888640+00:00,1,1,1
2025-09-21T17:21:28.790906000+00:00,0,1,1
2025-09-21T17:21:28.790914680+00:00,1,1,1
2025-09-21T17:21:28.790940720+00:00,0,1,1
2025-09-21T17:21:28.790949360+00:00,1,1,1
2025-09-21T17:21:28.790958080+00:00,0,1,1
2025-09-21T17:21:28.790966720+00:00,1,1,1
2025-09-21T17:21:28.791010120+00:00,0,1,1
2025-09-21T17:21:28.791018800+00:00,1,1,1
2025-09-21T17:21:28.791027480+00:00,0,1,1
2025-09-21T17:21:28.791036160+00:00,1,1,1
2025-09-21T17:21:28.791044840+00:00,0,1,1
2025-09-21T17:21:28.791070880+00:00,1,1,1
2025-09-21T17:21:28.791079560+00:00,0,1,1
2025-09-21T17:21:28.791096920+00:00,1,1,1
2025-09-21T17:21:28.791114280+00:00,0,1,1
2025-09-21T17:21:28.791122920+00:00,1,1,1
2025-09-21T17:21:28.791131640+00:00,0,1,1
2025-09-21T17:21:28.791140280+00:00,1,1,1
2025-09-21T17:21:28.791148960+00:00,0,1,1
2025-09-21T17:21:28.791157640+00:00,1,1,1
2025-09-21T17:21:28.791166320+00:00,0,1,1
2025-09-21T17:21:28.791183680+00:00,1,1,1
2025-09-21T17:21:28.791201040+00:00,0,1,1
2025-09-21T17:21:28.791209720+00:00,1,1,1
2025-09-21T17:21:28.791218400+00:00,0,1,1
2025-09-21T17:21:28.791244440+00:00,1,1,1
2025-09-21T17:21:28.791261800+00:00,0,1,1
2025-09-21T17:21:28.791270480+00:00,1,1,1
2025-09-21T17:21:28.791287840+00:00,0,1,1
2025-09-21T17:21:28.791296480+00:00,1,1,1
2025-09-21T17:21:28.791305200+00:00,0,1,1
2025-09-21T17:21:28.791313840+00:00,1,1,1
2025-09-21T17:21:28.791322520+00:00,0,1,1
2025-09-21T17:21:28.791357240+00:00,1,1,1
2025-09-21T17:21:28.791374600+00:00,0,1,1
2025-09-21T17:21:28.791383280+00:00,1,1,1
2025-09-21T17:21:28.791391960+00:00,0,1,1
2025-09-21T17:21:28.791400640+00:00,1,1,1
2025-09-21T17:21:28.791409320+00:00,0,1,1
2025-09-21T17:21:28.791426680+00:00,1,1,1
2025-09-21T17:21:28.791461400+00:00,0,1,1
2025-09-21T17:21:28.791470040+00:00,1,1,1
2025-09-21T17:21:28.791478760+00:00,0,1,1
2025-09-21T17:21:28.791530800+00:00,1,1,1
2025-09-21T17:21:28.791539480+00:00,0,1,1
2025-09-21T17:21:28.791556840+00:00,1,1,1
2025-09-21T17:21:28.791565520+00:00,0,1,1
2025-09-21T17:21:28.791574200+00:00,1,1,1
2025-09-21T17:21:28.791582880+00:00,0,1,1
2025-09-21T17:21:28.791591560+00:00,1,1,1
2025-09-21T17:21:28.791626280+00:00,0,1,1
2025-09-21T17:21:28.791643600+00:00,1,1,1
2025-09-21T17:21:28.791652320+00:00,0,1,1
2025-09-21T17:21:28.791704360+00:00,1,1,1
2025-09-21T17:21:28.791713040+00:00,0,1,1
2025-09-21T17:21:28.791730400+00:00,1,1,1
2025-09-21T17:21:28.791739080+00:00,0,1,1
2025-09-21T17:21:28.791747760+00:00,1,1,1
2025-09-21T17:21:28.791756440+00:00,0,1,1
2025-09-21T17:21:28.791782480+00:00,1,1,1
2025-09-21T17:21:28.791799840+00:00,0,1,1
2025-09-21T17:21:28.791817160+00:00,1,1,1
2025-09-21T17:21:28.791825840+00:00,0,1,1
2025-09-21T17:21:28.791877920+00:00,1,1,1
2025-09-21T17:21:28.791886600+00:00,0,1,1
2025-09-21T17:21:28.791903960+00:00,1,1,1
2025-09-21T17:21:28.791912640+00:00,0,1,1
2025-09-21T17:21:28.791921320+00:00,1,1,1
2025-09-21T17:21:28.791938680+00:00,0,1,1
2025-09-21T17:21:28.791956040+00:00,1,1,1
2025-09-21T17:21:28.791982080+00:00,0,1,1
2025-09-21T17:21:28.791990720+00:00,1,1,1
2025-09-21T17:21:28.791999400+00:00,0,1,1
2025-09-21T17:21:28.792008080+00:00,1,1,1
2025-09-21T17:21:28.792016760+00:00,0,1,1
2025-09-21T17:21:28.792025440+00:00,1,1,1
2025-09-21T17:21:28.792042800+00:00,0,1,1
2025-09-21T17:21:28.792077520+00:00,1,1,1
2025-09-21T17:21:28.792086200+00:00,0,1,1
2025-09-21T17:21:28.792094880+00:00,1,1,1
2025-09-21T17:21:28.792103560+00:00,0,1,1
2025-09-21T17:21:28.792112240+00:00,1,1,1
2025-09-21T17:21:28.792129600+00:00,0,1,1
2025-09-21T17:21:28.792164280+00:00,1,1,1
2025-09-21T17:21:28.792173000+00:00,0,1,1
2025-09-21T17:21:28.792190320+00:00,1,1,1
2025-09-21T17:21:28.792199000+00:00,0,1,1
2025-09-21T17:21:28.792207680+00:00,1,1,1
2025-09-21T17:21:28.792216360+00:00,0,1,1
2025-09-21T17:21:28.792251080+00:00,1,1,1
2025-09-21T17:21:28.792259760+00:00,0,1,1
2025-09-21T17:21:28.792268440+00:00,1,1,1
2025-09-21T17:21:28.792277120+00:00,0,1,1
2025-09-21T17:21:28.792285800+00:00,1,1,1
2025-09-21T17:21:28.792303160+00:00,0,1,1
2025-09-21T17:21:28.792337840+00:00,1,1,1
2025-09-21T17:21:28.792346520+00:00,0,1,1
2025-09-21T17:21:28.792355200+00:00,1,1,1
2025-09-21T17:21:28.792363880+00:00,0,1,1
2025-09-21T17:21:28.792372560+00:00,1,1,1
2025-09-21T17:21:28.792389920+00:00,0,1,1
2025-09-21T17:21:28.792424640+00:00,1,1,1
2025-09-21T17:21:28.792433320+00:00,0,1,1
2025-09-21T17:21:28.792450680+00:00,1,1,1
2025-09-21T17:21:28.792459360+00:00,0,1,1
2025-09-21T17:21:28.792468040+00:00,1,1,1
2025-09-21T17:21:28.792476720+00:00,0,1,1
2025-09-21T17:21:28.792511400+00:00,1,1,1
2025-09-21T17:21:28.792520080+00:00,0,1,1
2025-09-21T17:21:28.792528760+00:00,1,1,1
2025-09-21T17:21:28.792537440+00:00,0,1,1
2025-09-21T17:21:28.792546120+00:00,1,1,1
2025-09-21T17:21:28.792563480+00:00,0,1,1
2025-09-21T17:21:28.792572160+00:00,1,1,1
2025-09-21T17:21:28.792580840+00:00,0,1,1
2025-09-21T17:21:28.792598200+00:00,1,1,1
2025-09-21T17:21:28.792606880+00:00,0,1,1
2025-09-21T17:21:28.792615560+00:00,1,1,1
2025-09-21T17:21:28.792624240+00:00,0,1,1
2025-09-21T17:21:28.792632920+00:00,1,1,1
2025-09-21T17:21:28.792650280+00:00,0,1,1
2025-09-21T17:21:28.792658960+00:00,1,1,1
2025-09-21T17:21:28.792667640+00:00,0,1,1
2025-09-21T17:21:28.792684960+00:00,1,1,1
2025-09-21T17:21:28.792693640+00:00,0,1,1
2025-09-21T17:21:28.792745720+00:00,1,1,1
2025-09-21T17:21:28.792754400+00:00,0,1,1
2025-09-21T17:21:28.792771760+00:00,1,1,1
2025-09-21T17:21:28.792780440+00:00,0,1,1
2025-09-21T17:21:28.792806480+00:00,1,1,1
2025-09-21T17:21:28.792815160+00:00,0,1,1
2025-09-21T17:21:28.792823840+00:00,1,1,1
2025-09-21T17:21:28.792832520+00:00,0,1,1
2025-09-21T17:21:28.792841160+00:00,1,1,1
2025-09-21T17:21:28.792849880+00:00,0,1,1
2025-09-21T17:21:28.792858520+00:00,1,1,1
2025-09-21T17:21:28.792867200+00:00,0,1,1
2025-09-21T17:21:28.792875880+00:00,1,1,1
2025-09-21T17:21:28.792884560+00:00,0,1,1
2025-09-21T17:21:28.792893240+00:00,1,1,1
